,단지코드,총세대수,지역,주소,공급유형,전용면적,전용면적별세대수,준공일자,매입일자,단지명,등록차량수
839,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,39.33,1.0,19920515,,부산모라1,361.0
840,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,39.33,1.0,19920515,,부산모라1,361.0
841,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,38.0,1.0,19920515,,부산모라1,361.0
842,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,75.98,1.0,19920515,,부산모라1,361.0
843,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,37.95,1.0,19920515,,부산모라1,361.0
844,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,37.95,1.0,19920515,,부산모라1,361.0
845,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,38.04,1.0,19920515,,부산모라1,361.0
846,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,54.61,1.0,19920515,,부산모라1,361.0
847,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,54.51,1.0,19920515,,부산모라1,361.0
848,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,54.51,1.0,19920515,,부산모라1,361.0
849,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,54.51,1.0,19920515,,부산모라1,361.0
850,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,54.6,1.0,19920515,,부산모라1,361.0
851,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,404.65,1.0,19920515,,부산모라1,361.0
852,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,28.5,1.0,19920515,,부산모라1,361.0
853,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,40.39,1.0,19920515,,부산모라1,361.0
854,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,21.94,1.0,19920515,,부산모라1,361.0
855,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,33.31,1.0,19920515,,부산모라1,361.0
856,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,33.15,1.0,19920515,,부산모라1,361.0
857,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,16.57,1.0,19920515,,부산모라1,361.0
858,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,23.35,1.0,19920515,,부산모라1,361.0
859,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,20.9,1.0,19920515,,부산모라1,361.0
860,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,20.9,1.0,19920515,,부산모라1,361.0
861,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,20.9,1.0,19920515,,부산모라1,361.0
862,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,20.9,1.0,19920515,,부산모라1,361.0
863,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,33.51,1.0,19920515,,부산모라1,361.0
864,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,28.38,1.0,19920515,,부산모라1,361.0
865,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,18.38,1.0,19920515,,부산모라1,361.0
866,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,26.25,1.0,19920515,,부산모라1,361.0
867,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,15.0,1.0,19920515,,부산모라1,361.0
868,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,18.38,1.0,19920515,,부산모라1,361.0
869,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,26.25,1.0,19920515,,부산모라1,361.0
870,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,15.0,1.0,19920515,,부산모라1,361.0
871,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,33.51,1.0,19920515,,부산모라1,361.0
872,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,33.39,1.0,19920515,,부산모라1,361.0
873,C00179,2529.0,부산광역시,부산광역시 사상구 모라로110번길 121  (모라1단지 주공아파트),임대상가,33.51,1.0,19920515,,부산모라1,361.0
874,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),영구임대,26.37,358.0,19930523,,부산모라3,547.0
875,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),영구임대,26.37,1192.0,19930523,,부산모라3,547.0
876,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),영구임대,31.32,239.0,19930523,,부산모라3,547.0
877,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),영구임대,31.32,596.0,19930523,,부산모라3,547.0
878,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,583.4,1.0,19930523,,부산모라3,547.0
879,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,37.26,1.0,19930523,,부산모라3,547.0
880,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,37.41,1.0,19930523,,부산모라3,547.0
881,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,37.41,1.0,19930523,,부산모라3,547.0
882,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,37.41,1.0,19930523,,부산모라3,547.0
883,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,37.49,1.0,19930523,,부산모라3,547.0
884,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,38.0,1.0,19930523,,부산모라3,547.0
885,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,39.33,1.0,19930523,,부산모라3,547.0
886,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,39.33,1.0,19930523,,부산모라3,547.0
887,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,39.33,1.0,19930523,,부산모라3,547.0
888,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,38.0,1.0,19930523,,부산모라3,547.0
889,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,75.98,1.0,19930523,,부산모라3,547.0
890,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,37.95,1.0,19930523,,부산모라3,547.0
891,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,37.95,1.0,19930523,,부산모라3,547.0
892,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,38.04,1.0,19930523,,부산모라3,547.0
893,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,54.61,1.0,19930523,,부산모라3,547.0
894,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,54.51,1.0,19930523,,부산모라3,547.0
895,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,54.51,1.0,19930523,,부산모라3,547.0
896,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,54.51,1.0,19930523,,부산모라3,547.0
897,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,54.6,1.0,19930523,,부산모라3,547.0
898,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,407.97,1.0,19930523,,부산모라3,547.0
899,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,28.5,1.0,19930523,,부산모라3,547.0
900,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,40.39,1.0,19930523,,부산모라3,547.0
901,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,21.94,1.0,19930523,,부산모라3,547.0
902,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,33.31,1.0,19930523,,부산모라3,547.0
903,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,33.15,1.0,19930523,,부산모라3,547.0
904,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,16.57,1.0,19930523,,부산모라3,547.0
905,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,23.35,1.0,19930523,,부산모라3,547.0
906,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,20.9,1.0,19930523,,부산모라3,547.0
907,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,20.9,1.0,19930523,,부산모라3,547.0
908,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,20.9,1.0,19930523,,부산모라3,547.0
909,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,20.9,1.0,19930523,,부산모라3,547.0
910,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,33.51,1.0,19930523,,부산모라3,547.0
911,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,28.38,1.0,19930523,,부산모라3,547.0
912,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,18.38,1.0,19930523,,부산모라3,547.0
913,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,26.25,1.0,19930523,,부산모라3,547.0
914,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,15.0,1.0,19930523,,부산모라3,547.0
915,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,18.38,1.0,19930523,,부산모라3,547.0
916,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,26.25,1.0,19930523,,부산모라3,547.0
917,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,15.0,1.0,19930523,,부산모라3,547.0
918,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,33.51,1.0,19930523,,부산모라3,547.0
919,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,33.39,1.0,19930523,,부산모라3,547.0
920,C00180,2385.0,부산광역시,부산광역시 사상구 모라로192번길 20-21 (모라주공아파트),임대상가,33.51,1.0,19930523,,부산모라3,547.0
921,C01749,291.0,부산광역시,부산광역시 사상구 광장로21번길 66(괘법동 괘법엘에이치아파트)  ,국민임대,46.53,31.0,20121203,,부산괘법(07 주2) 1단지,223.0
922,C01749,291.0,부산광역시,부산광역시 사상구 광장로21번길 66(괘법동 괘법엘에이치아파트)  ,국민임대,46.53,128.0,20121203,,부산괘법(07 주2) 1단지,223.0
923,C01749,291.0,부산광역시,부산광역시 사상구 광장로21번길 66(괘법동 괘법엘에이치아파트)  ,국민임대,46.53,35.0,20121203,,부산괘법(07 주2) 1단지,223.0
924,C01749,291.0,부산광역시,부산광역시 사상구 광장로21번길 66(괘법동 괘법엘에이치아파트)  ,국민임대,46.53,6.0,20121203,,부산괘법(07 주2) 1단지,223.0
925,C01749,291.0,부산광역시,부산광역시 사상구 광장로21번길 66(괘법동 괘법엘에이치아파트)  ,국민임대,51.55,19.0,20121203,,부산괘법(07 주2) 1단지,223.0
926,C01749,291.0,부산광역시,부산광역시 사상구 광장로21번길 66(괘법동 괘법엘에이치아파트)  ,국민임대,51.55,72.0,20121203,,부산괘법(07 주2) 1단지,223.0
927,C01827,622.0,부산광역시,부산광역시 사상구 백양대로 539(감전동 감전 엘에이치아파트)  ,국민임대,41.83,98.0,20130625,,부산감전(06 주6) 1단지,551.0
928,C01827,622.0,부산광역시,부산광역시 사상구 백양대로 539(감전동 감전 엘에이치아파트)  ,국민임대,41.83,28.0,20130625,,부산감전(06 주6) 1단지,551.0
929,C01827,622.0,부산광역시,부산광역시 사상구 백양대로 539(감전동 감전 엘에이치아파트)  ,국민임대,41.94,108.0,20130625,,부산감전(06 주6) 1단지,551.0
930,C01827,622.0,부산광역시,부산광역시 사상구 백양대로 539(감전동 감전 엘에이치아파트)  ,국민임대,41.97,92.0,20130625,,부산감전(06 주6) 1단지,551.0
931,C01827,622.0,부산광역시,부산광역시 사상구 백양대로 539(감전동 감전 엘에이치아파트)  ,국민임대,46.9,14.0,20130625,,부산감전(06 주6) 1단지,551.0
932,C01827,622.0,부산광역시,부산광역시 사상구 백양대로 539(감전동 감전 엘에이치아파트)  ,국민임대,46.9,14.0,20130625,,부산감전(06 주6) 1단지,551.0
933,C01827,622.0,부산광역시,부산광역시 사상구 백양대로 539(감전동 감전 엘에이치아파트)  ,국민임대,46.95,100.0,20130625,,부산감전(06 주6) 1단지,551.0
934,C01827,622.0,부산광역시,부산광역시 사상구 백양대로 539(감전동 감전 엘에이치아파트)  ,국민임대,46.95,50.0,20130625,,부산감전(06 주6) 1단지,551.0
935,C01827,622.0,부산광역시,부산광역시 사상구 백양대로 539(감전동 감전 엘에이치아파트)  ,국민임대,51.93,80.0,20130625,,부산감전(06 주6) 1단지,551.0
936,C01827,622.0,부산광역시,부산광역시 사상구 백양대로 539(감전동 감전 엘에이치아파트)  ,국민임대,51.93,38.0,20130625,,부산감전(06 주6) 1단지,551.0
937,C00082,875.0,부산광역시,부산광역시 기장군 기장읍 차성로397번길 7,국민임대,45.09,20.0,20031229,,기장교리,615.0
938,C00082,875.0,부산광역시,부산광역시 기장군 기장읍 차성로397번길 7,국민임대,45.32,298.0,20031229,,기장교리,615.0
939,C00082,875.0,부산광역시,부산광역시 기장군 기장읍 차성로397번길 7,국민임대,36.44,557.0,20031229,,기장교리,615.0
940,C00344,1533.0,부산광역시,부산광역시 기장군 정관읍 정관4로 23(정관신도시 휴먼시아1단지)  ,국민임대,51.86,258.0,20081229,,정관신도시휴먼시아1,1296.0
941,C00344,1533.0,부산광역시,부산광역시 기장군 정관읍 정관4로 23(정관신도시 휴먼시아1단지)  ,국민임대,51.77,223.0,20081229,,정관신도시휴먼시아1,1296.0
942,C00344,1533.0,부산광역시,부산광역시 기장군 정관읍 정관4로 23(정관신도시 휴먼시아1단지)  ,국민임대,59.99,606.0,20081229,,정관신도시휴먼시아1,1296.0
943,C00344,1533.0,부산광역시,부산광역시 기장군 정관읍 정관4로 23(정관신도시 휴먼시아1단지)  ,국민임대,59.57,446.0,20081229,,정관신도시휴먼시아1,1296.0
944,C00345,1301.0,부산광역시,부산광역시 기장군 정관읍 정관2로 24(정관신도시 휴먼시아2단지)  ,국민임대,51.93,435.0,20100104,,정관신도시휴먼시아2,1101.0
945,C00345,1301.0,부산광역시,부산광역시 기장군 정관읍 정관2로 24(정관신도시 휴먼시아2단지)  ,국민임대,51.77,358.0,20100104,,정관신도시휴먼시아2,1101.0
946,C00345,1301.0,부산광역시,부산광역시 기장군 정관읍 정관2로 24(정관신도시 휴먼시아2단지)  ,국민임대,59.88,508.0,20100104,,정관신도시휴먼시아2,1101.0
947,C00522,1084.0,부산광역시,부산광역시 기장군 철마면 고촌로44번길 16(고촌휴먼시아1)  ,국민임대,39.96,254.0,20091002,,고촌 휴먼시아,837.0
948,C00522,1084.0,부산광역시,부산광역시 기장군 철마면 고촌로44번길 16(고촌휴먼시아1)  ,국민임대,39.96,26.0,20091002,,고촌 휴먼시아,837.0
949,C00522,1084.0,부산광역시,부산광역시 기장군 철마면 고촌로44번길 16(고촌휴먼시아1)  ,국민임대,39.74,178.0,20091002,,고촌 휴먼시아,837.0
950,C00522,1084.0,부산광역시,부산광역시 기장군 철마면 고촌로44번길 16(고촌휴먼시아1)  ,국민임대,46.56,165.0,20091002,,고촌 휴먼시아,837.0
951,C00522,1084.0,부산광역시,부산광역시 기장군 철마면 고촌로44번길 16(고촌휴먼시아1)  ,국민임대,46.56,289.0,20091002,,고촌 휴먼시아,837.0
952,C00522,1084.0,부산광역시,부산광역시 기장군 철마면 고촌로44번길 16(고촌휴먼시아1)  ,국민임대,46.77,172.0,20091002,,고촌 휴먼시아,837.0
953,C00852,1002.0,부산광역시,부산광역시 기장군 기장읍 소정안길 68  (내리휴먼시아),국민임대,39.72,122.0,20071015,,부산내리,775.0
954,C00852,1002.0,부산광역시,부산광역시 기장군 기장읍 소정안길 68  (내리휴먼시아),국민임대,39.72,26.0,20071015,,부산내리,775.0
955,C00852,1002.0,부산광역시,부산광역시 기장군 기장읍 소정안길 68  (내리휴먼시아),국민임대,39.77,238.0,20071015,,부산내리,775.0
956,C00852,1002.0,부산광역시,부산광역시 기장군 기장읍 소정안길 68  (내리휴먼시아),국민임대,46.9,276.0,20071015,,부산내리,775.0
957,C00852,1002.0,부산광역시,부산광역시 기장군 기장읍 소정안길 68  (내리휴먼시아),국민임대,46.9,52.0,20071015,,부산내리,775.0
958,C00852,1002.0,부산광역시,부산광역시 기장군 기장읍 소정안길 68  (내리휴먼시아),국민임대,46.9,180.0,20071015,,부산내리,775.0
959,C00852,1002.0,부산광역시,부산광역시 기장군 기장읍 소정안길 68  (내리휴먼시아),국민임대,51.93,84.0,20071015,,부산내리,775.0
960,C00852,1002.0,부산광역시,부산광역시 기장군 기장읍 소정안길 68  (내리휴먼시아),국민임대,51.93,24.0,20071015,,부산내리,775.0
961,C00853,284.0,부산광역시,부산광역시 기장군 기장읍 기장대로 67  내리택지개발지구내,공공분양,84.74,81.0,,,부산내리B-1BL(공분),319.0
962,C00853,284.0,부산광역시,부산광역시 기장군 기장읍 기장대로 67  내리택지개발지구내,공공분양,84.57,20.0,,,부산내리B-1BL(공분),319.0
963,C00853,284.0,부산광역시,부산광역시 기장군 기장읍 기장대로 67  내리택지개발지구내,공공분양,84.91,40.0,,,부산내리B-1BL(공분),319.0
964,C00853,284.0,부산광역시,부산광역시 기장군 기장읍 기장대로 67  내리택지개발지구내,공공분양,84.42,108.0,,,부산내리B-1BL(공분),319.0
965,C00853,284.0,부산광역시,부산광역시 기장군 기장읍 기장대로 67  내리택지개발지구내,공공분양,84.93,35.0,,,부산내리B-1BL(공분),319.0
966,C01691,444.0,부산광역시,부산광역시 기장군 정관면 방곡3로 11  서희스타힐스,공공분양,59.83,59.0,,,정관A-25BL,494.0
967,C01691,444.0,부산광역시,부산광역시 기장군 정관면 방곡3로 11  서희스타힐스,공공분양,59.81,57.0,,,정관A-25BL,494.0
968,C01691,444.0,부산광역시,부산광역시 기장군 정관면 방곡3로 11  서희스타힐스,공공분양,59.95,58.0,,,정관A-25BL,494.0
969,C01691,444.0,부산광역시,부산광역시 기장군 정관면 방곡3로 11  서희스타힐스,공공분양,84.53,105.0,,,정관A-25BL,494.0
970,C01691,444.0,부산광역시,부산광역시 기장군 정관면 방곡3로 11  서희스타힐스,공공분양,84.73,105.0,,,정관A-25BL,494.0
971,C01691,444.0,부산광역시,부산광역시 기장군 정관면 방곡3로 11  서희스타힐스,공공분양,84.59,60.0,,,정관A-25BL,494.0
972,C01696,964.0,부산광역시,부산광역시 기장군 정관읍 산단4로 160 LH정관4단지,국민임대,46.98,60.0,20120708,,부산정관 4단지(A-22BL),818.0
973,C01696,964.0,부산광역시,부산광역시 기장군 정관읍 산단4로 160 LH정관4단지,국민임대,46.98,15.0,20120708,,부산정관 4단지(A-22BL),818.0
974,C01696,964.0,부산광역시,부산광역시 기장군 정관읍 산단4로 160 LH정관4단지,국민임대,46.46,168.0,20120708,,부산정관 4단지(A-22BL),818.0
975,C01696,964.0,부산광역시,부산광역시 기장군 정관읍 산단4로 160 LH정관4단지,국민임대,46.46,45.0,20120708,,부산정관 4단지(A-22BL),818.0
976,C01696,964.0,부산광역시,부산광역시 기장군 정관읍 산단4로 160 LH정관4단지,국민임대,51.6,320.0,20120708,,부산정관 4단지(A-22BL),818.0
977,C01696,964.0,부산광역시,부산광역시 기장군 정관읍 산단4로 160 LH정관4단지,국민임대,51.6,58.0,20120708,,부산정관 4단지(A-22BL),818.0
978,C01696,964.0,부산광역시,부산광역시 기장군 정관읍 산단4로 160 LH정관4단지,국민임대,59.86,298.0,20120708,,부산정관 4단지(A-22BL),818.0
979,C01772,1128.0,부산광역시,부산광역시 기장군 정관읍 산단2로 60 정관신도시LH5단지,국민임대,46.72,410.0,20130820,,부산정관 5단지(A-19BL),951.0
980,C01772,1128.0,부산광역시,부산광역시 기장군 정관읍 산단2로 60 정관신도시LH5단지,국민임대,51.56,488.0,20130820,,부산정관 5단지(A-19BL),951.0
981,C01772,1128.0,부산광역시,부산광역시 기장군 정관읍 산단2로 60 정관신도시LH5단지,국민임대,59.94,230.0,20130820,,부산정관 5단지(A-19BL),951.0
982,C02105,1934.0,부산광역시,부산광역시 기장군 정관읍 모전로 41(정관신도시 엘에이치 7단지 아파트)  ,국민임대,24.72,472.0,20170701,,부산정관 7단지(A-1BL),1670.0
983,C02105,1934.0,부산광역시,부산광역시 기장군 정관읍 모전로 41(정관신도시 엘에이치 7단지 아파트)  ,국민임대,24.79,104.0,20170701,,부산정관 7단지(A-1BL),1670.0
984,C02105,1934.0,부산광역시,부산광역시 기장군 정관읍 모전로 41(정관신도시 엘에이치 7단지 아파트)  ,국민임대,26.83,590.0,20170701,,부산정관 7단지(A-1BL),1670.0
985,C02105,1934.0,부산광역시,부산광역시 기장군 정관읍 모전로 41(정관신도시 엘에이치 7단지 아파트)  ,국민임대,37.7,464.0,20170701,,부산정관 7단지(A-1BL),1670.0
986,C02105,1934.0,부산광역시,부산광역시 기장군 정관읍 모전로 41(정관신도시 엘에이치 7단지 아파트)  ,국민임대,46.94,304.0,20170701,,부산정관 7단지(A-1BL),1670.0
987,C02291,856.0,부산광역시,부산광역시 기장군 정관읍 정관1로 51  ,행복주택,16.78,120.0,20190131,,부산정관 행복주택(A-4BL),603.0
988,C02291,856.0,부산광역시,부산광역시 기장군 정관읍 정관1로 51  ,행복주택,26.78,148.0,20190131,,부산정관 행복주택(A-4BL),603.0
989,C02291,856.0,부산광역시,부산광역시 기장군 정관읍 정관1로 51  ,행복주택,26.75,24.0,20190131,,부산정관 행복주택(A-4BL),603.0
990,C02291,856.0,부산광역시,부산광역시 기장군 정관읍 정관1로 51  ,행복주택,26.78,96.0,20190131,,부산정관 행복주택(A-4BL),603.0
991,C02291,856.0,부산광역시,부산광역시 기장군 정관읍 정관1로 51  ,행복주택,26.75,20.0,20190131,,부산정관 행복주택(A-4BL),603.0
992,C02291,856.0,부산광역시,부산광역시 기장군 정관읍 정관1로 51  ,행복주택,36.48,448.0,20190131,,부산정관 행복주택(A-4BL),603.0
993,C00666,499.0,대구광역시,대구광역시 중구 달구벌대로 1960(남산동 남산휴먼시아1단지아파트  101동)  ,국민임대,51.81,138.0,19000101,,남산휴먼시아 1단지,504.0
994,C00666,499.0,대구광역시,대구광역시 중구 달구벌대로 1960(남산동 남산휴먼시아1단지아파트  101동)  ,국민임대,51.81,56.0,19000101,,남산휴먼시아 1단지,504.0
995,C00666,499.0,대구광역시,대구광역시 중구 달구벌대로 1960(남산동 남산휴먼시아1단지아파트  101동)  ,국민임대,51.81,13.0,19000101,,남산휴먼시아 1단지,504.0
996,C00666,499.0,대구광역시,대구광역시 중구 달구벌대로 1960(남산동 남산휴먼시아1단지아파트  101동)  ,국민임대,51.81,69.0,19000101,,남산휴먼시아 1단지,504.0
997,C00666,499.0,대구광역시,대구광역시 중구 달구벌대로 1960(남산동 남산휴먼시아1단지아파트  101동)  ,국민임대,59.88,155.0,19000101,,남산휴먼시아 1단지,504.0
998,C00666,499.0,대구광역시,대구광역시 중구 달구벌대로 1960(남산동 남산휴먼시아1단지아파트  101동)  ,국민임대,59.95,68.0,19000101,,남산휴먼시아 1단지,504.0
999,C00667,604.0,대구광역시,대구광역시 중구 달구벌대로 1970 (남산동),공공분양,76.99,226.0,,,남산휴먼시아2단지,678.0
1000,C00667,604.0,대구광역시,대구광역시 중구 달구벌대로 1970 (남산동),공공분양,76.99,12.0,,,남산휴먼시아2단지,678.0
1001,C00667,604.0,대구광역시,대구광역시 중구 달구벌대로 1970 (남산동),공공분양,84.99,227.0,,,남산휴먼시아2단지,678.0
1002,C00667,604.0,대구광역시,대구광역시 중구 달구벌대로 1970 (남산동),공공분양,84.93,47.0,,,남산휴먼시아2단지,678.0
1003,C00667,604.0,대구광역시,대구광역시 중구 달구벌대로 1970 (남산동),공공분양,84.99,10.0,,,남산휴먼시아2단지,678.0
1004,C00667,604.0,대구광역시,대구광역시 중구 달구벌대로 1970 (남산동),공공분양,84.93,2.0,,,남산휴먼시아2단지,678.0
1005,C00667,604.0,대구광역시,대구광역시 중구 달구벌대로 1970 (남산동),공공분양,108.63,76.0,,,남산휴먼시아2단지,678.0
1006,C00667,604.0,대구광역시,대구광역시 중구 달구벌대로 1970 (남산동),공공분양,108.63,4.0,,,남산휴먼시아2단지,678.0
1007,C00714,152.0,대구광역시,대구광역시 중구 달구벌대로 2035 (동산동),공공분양,60.66,1.0,,19861128.0,대구동산,118.0
1008,C00714,152.0,대구광역시,대구광역시 중구 달구벌대로 2035 (동산동),공공분양,73.49,1.0,,19861128.0,대구동산,118.0
1009,C00717,295.0,대구광역시,대구광역시 중구 봉산문화길 69 (봉산동),공공분양,59.38,45.0,,,대구봉산뜨란채,295.0
1010,C00717,295.0,대구광역시,대구광역시 중구 봉산문화길 69 (봉산동),공공분양,59.38,3.0,,,대구봉산뜨란채,295.0
1011,C00717,295.0,대구광역시,대구광역시 중구 봉산문화길 69 (봉산동),공공분양,75.58,40.0,,,대구봉산뜨란채,295.0
1012,C00717,295.0,대구광역시,대구광역시 중구 봉산문화길 69 (봉산동),공공분양,75.95,38.0,,,대구봉산뜨란채,295.0
